0,0,0
0.0598,0,0
0.1196,0,0
0.1794,0,0
0.2392,0,0
0.299,0,0
0.3588,0,0
0.4186,0,0
0.4784,0,0
0.5382,0,0
0.598,0,0
0.6578,0,0
0.7176,0,0
0.7774,0,0
0.8372,0,0
0.897,0,0
0.9568,0,0
1,0,0
1,5,0
1,5,3.4262e-026
1.0446,5,0.28147
1.0853,5,0.88102
1.1432,5,2.0327
1.203,5,3.4094
1.2224,5,3.8777
1.2224,5,3.8777
1.2684,5,4.9105
1.3144,5,5.5105
1.3464,5,5.6194
1.3464,5,5.6194
1.3958,5,5.443
1.4452,5,5.1249
1.505,5,4.8696
1.5412,5,4.8312
1.5412,5,4.8312
1.601,5,4.897
1.6608,5,4.9971
1.7206,5,5.0442
1.736,5,5.046
1.736,5,5.046
1.7958,5,5.028
1.8556,5,5.0008
1.9154,5,4.988
1.9309,5,4.9875
1.9309,5,4.9875
1.9907,5,4.9924
2.0505,5,4.9998
2.1103,5,5.0033
2.1258,5,5.0034
2.1258,5,5.0034
2.1856,5,5.0021
2.2454,5,5.0001
2.3052,5,4.9991
2.3206,5,4.9991
2.3206,5,4.9991
2.3804,5,4.9994
2.4402,5,5
2.5,5,5.0002
2.5155,5,5.0003
2.5155,5,5.0003
2.5753,5,5.0002
2.6351,5,5
2.6949,5,4.9999
2.7103,5,4.9999
2.7103,5,4.9999
2.7701,5,5
2.8299,5,5
2.8897,5,5
2.9052,5,5
2.9052,5,5
2.965,5,5
2.99,5,5
